Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards,Inspection ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status,Quote ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status,Has Alarms,Has Sprinklers,Has Extinguishers
15116,"13411 Robert Keys Suite 600
Chavezhaven, OH 34591",2073,56,Commercial,10,Poor,Brick,"Extinguishers, Alarms","Wide Doorways, None, Ramps",Six nation.,Residential,Vacant,Lead Paint,1562.0,2023-10-17,Failed,Herself friend option option drug language international left.,Non-compliant,46479.0,Roof Repair,1003.31,2023-12-05,North Charles,4 days,2025-06-21,Expired,1,0,1
15124,"11158 Bradley Spur Apt. 352
Port Kaylaville, CA 85876",7280,100,Industrial,9,Excellent,Steel,Sprinklers,"Ramps, None, Elevator",Model reduce.,Warehouse,Vacant,Asbestos,4882.0,2022-12-16,Passed with minor issues,Recent kid order hospital fine.,Compliant,4888.0,Plumbing,1254.8,2024-01-05,New Samanthaborough,1 days,2025-08-09,Converted,0,1,0
15124,"11158 Bradley Spur Apt. 352
Port Kaylaville, CA 85876",7280,100,Industrial,9,Excellent,Steel,Sprinklers,"Ramps, None, Elevator",Model reduce.,Warehouse,Vacant,Asbestos,4882.0,2022-12-16,Passed with minor issues,Recent kid order hospital fine.,Compliant,13428.0,Interior Painting,2608.4,2024-06-06,North Michael,5 days,2025-04-14,Converted,0,1,0
15124,"11158 Bradley Spur Apt. 352
Port Kaylaville, CA 85876",7280,100,Industrial,9,Excellent,Steel,Sprinklers,"Ramps, None, Elevator",Model reduce.,Warehouse,Vacant,Asbestos,4882.0,2022-12-16,Passed with minor issues,Recent kid order hospital fine.,Compliant,47395.0,Interior Painting,4145.08,2024-09-04,West Gregfurt,7 days,2025-05-16,Closed,0,1,0
15145,"4998 Matthew Villages
Mallorytown, TX 27580",9287,75,Industrial,7,Excellent,Brick,"Sprinklers, Extinguishers","Ramps, Wide Doorways, None, Elevator",Economy energy.,Warehouse,Vacant,Lead Paint,29024.0,2022-09-26,Passed,Keep however how drug many position.,Non-compliant,27298.0,Roof Repair,4493.24,2024-06-21,Shawnville,6 days,2025-06-06,Converted,0,1,1
15145,"4998 Matthew Villages
Mallorytown, TX 27580",9287,75,Industrial,7,Excellent,Brick,"Sprinklers, Extinguishers","Ramps, Wide Doorways, None, Elevator",Economy energy.,Warehouse,Vacant,Lead Paint,29024.0,2022-09-26,Passed,Keep however how drug many position.,Non-compliant,40696.0,Roof Repair,2889.36,2024-07-07,Port Nancyborough,4 days,2025-03-27,Closed,0,1,1
15159,"425 Tyler Tunnel
Port Julie, AZ 57357",9065,6,Commercial,10,Excellent,Concrete,"Sprinklers, Extinguishers, Alarms","None, Ramps, Wide Doorways",Laugh push source.,Retail,Occupied,Asbestos,9580.0,2024-09-06,Passed,Such could send produce may.,Non-compliant,7234.0,HVAC Installation,2564.37,2024-01-08,Robertberg,5 days,2025-04-09,Pending,1,1,1
15159,"425 Tyler Tunnel
Port Julie, AZ 57357",9065,6,Commercial,10,Excellent,Concrete,"Sprinklers, Extinguishers, Alarms","None, Ramps, Wide Doorways",Laugh push source.,Retail,Occupied,Asbestos,22944.0,2022-01-16,Passed with minor issues,Much forward economic building camera.,Compliant,7234.0,HVAC Installation,2564.37,2024-01-08,Robertberg,5 days,2025-04-09,Pending,1,1,1
15159,"425 Tyler Tunnel
Port Julie, AZ 57357",9065,6,Commercial,10,Excellent,Concrete,"Sprinklers, Extinguishers, Alarms","None, Ramps, Wide Doorways",Laugh push source.,Retail,Occupied,Asbestos,36660.0,2024-07-27,Passed with minor issues,Man not ago society may team.,Non-compliant,7234.0,HVAC Installation,2564.37,2024-01-08,Robertberg,5 days,2025-04-09,Pending,1,1,1
15185,"938 Claire River
Leetown, KY 15802",3015,100,Commercial,8,Fair,Brick,"Alarms, Extinguishers","Elevator, Ramps, Wide Doorways, None",How indeed.,Warehouse,Occupied,Lead Paint,34746.0,2022-01-12,Passed,Care image hear wear staff wife.,Non-compliant,35138.0,Plumbing,2811.12,2024-02-09,Alisontown,2 days,2024-10-15,Converted,1,0,1
15186,"8768 Anderson Dale
North Jaime, KS 69604",1722,91,Commercial,10,Poor,Concrete,Sprinklers,"Ramps, None, Wide Doorways",Question top million.,Office,Vacant,Mold,20139.0,2022-04-07,Failed,Stop doctor best step contain bar.,Non-compliant,13437.0,Interior Painting,1858.49,2024-01-28,South Timothy,3 days,2025-08-17,Closed,0,1,0
15186,"8768 Anderson Dale
North Jaime, KS 69604",1722,91,Commercial,10,Poor,Concrete,Sprinklers,"Ramps, None, Wide Doorways",Question top million.,Office,Vacant,Mold,20139.0,2022-04-07,Failed,Stop doctor best step contain bar.,Non-compliant,14988.0,Roof Repair,3126.89,2023-09-26,Javierhaven,6 days,2025-06-22,Expired,0,1,0
15189,"6990 Larson Locks
South Christopherview, NY 71408",3362,97,Commercial,9,Excellent,Steel,"Extinguishers, Alarms","Wide Doorways, Ramps, Elevator",Popular wife hundred.,Office,Occupied,Lead Paint,4087.0,2024-01-18,Passed with minor issues,Admit bit body light surface everyone.,Compliant,39910.0,Interior Painting,3176.57,2024-07-25,Beanhaven,4 days,2024-10-14,Closed,1,0,1
15189,"6990 Larson Locks
South Christopherview, NY 71408",3362,97,Commercial,9,Excellent,Steel,"Extinguishers, Alarms","Wide Doorways, Ramps, Elevator",Popular wife hundred.,Office,Occupied,Lead Paint,4087.0,2024-01-18,Passed with minor issues,Admit bit body light surface everyone.,Compliant,47508.0,Plumbing,1950.0,2024-07-21,Ashleyborough,3 days,2025-06-10,Closed,1,0,1
15189,"6990 Larson Locks
South Christopherview, NY 71408",3362,97,Commercial,9,Excellent,Steel,"Extinguishers, Alarms","Wide Doorways, Ramps, Elevator",Popular wife hundred.,Office,Occupied,Lead Paint,27755.0,2023-08-18,Failed,Leader true particular where point discussion something.,Compliant,39910.0,Interior Painting,3176.57,2024-07-25,Beanhaven,4 days,2024-10-14,Closed,1,0,1
15189,"6990 Larson Locks
South Christopherview, NY 71408",3362,97,Commercial,9,Excellent,Steel,"Extinguishers, Alarms","Wide Doorways, Ramps, Elevator",Popular wife hundred.,Office,Occupied,Lead Paint,27755.0,2023-08-18,Failed,Leader true particular where point discussion something.,Compliant,47508.0,Plumbing,1950.0,2024-07-21,Ashleyborough,3 days,2025-06-10,Closed,1,0,1
15263,"PSC 6355, Box 3257
APO AP 81021",6135,76,Industrial,8,Fair,Wood,"Extinguishers, Alarms","Wide Doorways, Elevator, None",Good campaign.,Residential,Vacant,Lead Paint,15346.0,2024-05-15,Failed,Maintain west direction clearly throw lead forward go.,Compliant,21139.0,Electrical Work,3924.01,2024-01-15,New Joe,4 days,2025-02-26,Closed,1,0,1
15263,"PSC 6355, Box 3257
APO AP 81021",6135,76,Industrial,8,Fair,Wood,"Extinguishers, Alarms","Wide Doorways, Elevator, None",Good campaign.,Residential,Vacant,Lead Paint,15346.0,2024-05-15,Failed,Maintain west direction clearly throw lead forward go.,Compliant,40859.0,Plumbing,3137.21,2024-06-13,North Kevinshire,5 days,2024-09-21,Expired,1,0,1
15263,"PSC 6355, Box 3257
APO AP 81021",6135,76,Industrial,8,Fair,Wood,"Extinguishers, Alarms","Wide Doorways, Elevator, None",Good campaign.,Residential,Vacant,Lead Paint,15346.0,2024-05-15,Failed,Maintain west direction clearly throw lead forward go.,Compliant,41966.0,Plumbing,4258.25,2024-03-19,Lake Sarafurt,7 days,2025-02-19,Pending,1,0,1
15263,"PSC 6355, Box 3257
APO AP 81021",6135,76,Industrial,8,Fair,Wood,"Extinguishers, Alarms","Wide Doorways, Elevator, None",Good campaign.,Residential,Vacant,Lead Paint,17752.0,2024-04-28,Passed,Kid difficult check long her several central stay.,Non-compliant,21139.0,Electrical Work,3924.01,2024-01-15,New Joe,4 days,2025-02-26,Closed,1,0,1
15263,"PSC 6355, Box 3257
APO AP 81021",6135,76,Industrial,8,Fair,Wood,"Extinguishers, Alarms","Wide Doorways, Elevator, None",Good campaign.,Residential,Vacant,Lead Paint,17752.0,2024-04-28,Passed,Kid difficult check long her several central stay.,Non-compliant,40859.0,Plumbing,3137.21,2024-06-13,North Kevinshire,5 days,2024-09-21,Expired,1,0,1
15263,"PSC 6355, Box 3257
APO AP 81021",6135,76,Industrial,8,Fair,Wood,"Extinguishers, Alarms","Wide Doorways, Elevator, None",Good campaign.,Residential,Vacant,Lead Paint,17752.0,2024-04-28,Passed,Kid difficult check long her several central stay.,Non-compliant,41966.0,Plumbing,4258.25,2024-03-19,Lake Sarafurt,7 days,2025-02-19,Pending,1,0,1
15268,"50169 Gwendolyn Plaza
Lake Tracyberg, ID 42289",3620,5,Residential,8,Poor,Steel,Sprinklers,"Wide Doorways, None, Ramps, Elevator",Prevent color.,Warehouse,Occupied,Mold,8841.0,2022-01-04,Passed,Maintain pattern professor.,Compliant,10501.0,Interior Painting,4345.53,2023-11-09,Lake Breanna,6 days,2025-01-02,Expired,0,1,0
15268,"50169 Gwendolyn Plaza
Lake Tracyberg, ID 42289",3620,5,Residential,8,Poor,Steel,Sprinklers,"Wide Doorways, None, Ramps, Elevator",Prevent color.,Warehouse,Occupied,Mold,8841.0,2022-01-04,Passed,Maintain pattern professor.,Compliant,40308.0,Plumbing,1306.23,2024-05-23,West Stephen,6 days,2025-08-10,Closed,0,1,0
15268,"50169 Gwendolyn Plaza
Lake Tracyberg, ID 42289",3620,5,Residential,8,Poor,Steel,Sprinklers,"Wide Doorways, None, Ramps, Elevator",Prevent color.,Warehouse,Occupied,Mold,43997.0,2021-11-18,Passed with minor issues,Race listen purpose money.,Non-compliant,10501.0,Interior Painting,4345.53,2023-11-09,Lake Breanna,6 days,2025-01-02,Expired,0,1,0
15268,"50169 Gwendolyn Plaza
Lake Tracyberg, ID 42289",3620,5,Residential,8,Poor,Steel,Sprinklers,"Wide Doorways, None, Ramps, Elevator",Prevent color.,Warehouse,Occupied,Mold,43997.0,2021-11-18,Passed with minor issues,Race listen purpose money.,Non-compliant,40308.0,Plumbing,1306.23,2024-05-23,West Stephen,6 days,2025-08-10,Closed,0,1,0
15351,"0033 Brown Plain
Schneiderport, AR 33373",7272,27,Residential,7,Excellent,Concrete,Alarms,"None, Ramps, Wide Doorways",Carry support central.,Office,Vacant,Asbestos,20237.0,2022-01-17,Passed,Else argue nearly include thought organization simply.,Compliant,14508.0,HVAC Installation,4420.28,2023-09-21,Susanhaven,6 days,2025-07-18,Pending,1,0,0
15351,"0033 Brown Plain
Schneiderport, AR 33373",7272,27,Residential,7,Excellent,Concrete,Alarms,"None, Ramps, Wide Doorways",Carry support central.,Office,Vacant,Asbestos,20237.0,2022-01-17,Passed,Else argue nearly include thought organization simply.,Compliant,38243.0,HVAC Installation,3356.37,2024-01-18,Richardborough,4 days,2024-10-22,Expired,1,0,0
15379,"PSC 9418, Box 1136
APO AP 02233",3081,6,Residential,9,Fair,Concrete,Extinguishers,"Elevator, Wide Doorways",Himself focus.,Warehouse,Occupied,Asbestos,11307.0,2022-08-29,Passed,Vote glass attention voice fine little or.,Non-compliant,11904.0,Roof Repair,1368.54,2023-10-24,Mcdonaldfurt,1 days,2024-09-22,Closed,0,0,1
15379,"PSC 9418, Box 1136
APO AP 02233",3081,6,Residential,9,Fair,Concrete,Extinguishers,"Elevator, Wide Doorways",Himself focus.,Warehouse,Occupied,Asbestos,49130.0,2023-07-20,Passed,Culture pay walk perform.,Compliant,11904.0,Roof Repair,1368.54,2023-10-24,Mcdonaldfurt,1 days,2024-09-22,Closed,0,0,1
15423,"963 Campbell Brooks
Port Tammy, MT 97292",3005,27,Commercial,1,Excellent,Wood,Alarms,"Ramps, Wide Doorways, Elevator, None",Real former.,Retail,Occupied,Mold,9017.0,2023-09-06,Failed,Trip analysis cut war address girl agreement.,Compliant,611.0,Plumbing,3389.39,2024-02-09,Scottville,6 days,2025-01-01,Converted,1,0,0
15428,"73199 Logan Parks Apt. 078
Colliermouth, MT 87869",2606,68,Industrial,10,Fair,Brick,"Sprinklers, Extinguishers","None, Elevator",Even western.,Retail,Occupied,Asbestos,22349.0,2022-04-30,Passed with minor issues,Everybody happy left easy brother painting.,Non-compliant,10916.0,Interior Painting,2004.52,2024-01-31,North Dawn,2 days,2024-11-29,Pending,0,1,1
15452,"980 Lopez Forge Suite 447
East Brandonburgh, NM 47064",3375,88,Commercial,10,Excellent,Brick,"Sprinklers, Alarms","Wide Doorways, Elevator",Suggest push mind.,Office,Occupied,Asbestos,28776.0,2024-08-08,Passed,Near why figure agree memory sport.,Compliant,33721.0,HVAC Installation,4428.21,2024-03-04,Caseyshire,7 days,2025-07-11,Converted,1,1,0
15452,"980 Lopez Forge Suite 447
East Brandonburgh, NM 47064",3375,88,Commercial,10,Excellent,Brick,"Sprinklers, Alarms","Wide Doorways, Elevator",Suggest push mind.,Office,Occupied,Asbestos,28776.0,2024-08-08,Passed,Near why figure agree memory sport.,Compliant,37037.0,Roof Repair,2462.31,2023-12-24,North Jennifer,6 days,2024-12-16,Closed,1,1,0
15486,"USS Cortez
FPO AE 25542",7797,56,Commercial,2,Good,Wood,Sprinklers,"None, Ramps",Opportunity TV.,Warehouse,Occupied,Mold,19137.0,2022-09-08,Passed with minor issues,Suffer protect appear do remain edge.,Compliant,17311.0,Electrical Work,3318.19,2024-06-23,East Samanthaside,2 days,2024-11-05,Converted,0,1,0
15486,"USS Cortez
FPO AE 25542",7797,56,Commercial,2,Good,Wood,Sprinklers,"None, Ramps",Opportunity TV.,Warehouse,Occupied,Mold,19137.0,2022-09-08,Passed with minor issues,Suffer protect appear do remain edge.,Compliant,35592.0,Electrical Work,4872.3,2024-05-16,Georgetown,7 days,2024-09-23,Pending,0,1,0
15506,"0287 Veronica Run Apt. 689
Port Stefanieland, RI 28769",8882,19,Industrial,7,Fair,Concrete,"Sprinklers, Alarms, Extinguishers","Ramps, Wide Doorways, None",Look present and role.,Residential,Vacant,Mold,27298.0,2024-01-27,Passed with minor issues,Care civil thing.,Non-compliant,44542.0,Electrical Work,1770.28,2024-03-29,West Amy,5 days,2024-10-17,Expired,1,1,1
15566,"6231 Johnson Light Suite 049
Nealland, AK 80510",877,47,Industrial,5,Poor,Brick,"Sprinklers, Alarms",Wide Doorways,Outside store each early.,Residential,Occupied,Lead Paint,9972.0,2022-08-31,Failed,Goal church left floor politics health sound question.,Non-compliant,21699.0,Roof Repair,3797.32,2024-08-03,Huntertown,3 days,2025-02-10,Converted,1,1,0
15566,"6231 Johnson Light Suite 049
Nealland, AK 80510",877,47,Industrial,5,Poor,Brick,"Sprinklers, Alarms",Wide Doorways,Outside store each early.,Residential,Occupied,Lead Paint,9972.0,2022-08-31,Failed,Goal church left floor politics health sound question.,Non-compliant,29866.0,Electrical Work,506.28,2024-08-20,Ricardoberg,5 days,2024-12-11,Expired,1,1,0
15584,"61168 Michael Ramp
South Vanessaland, IN 71642",5583,74,Commercial,5,Fair,Wood,Alarms,"Elevator, Ramps",Fund community tax.,Retail,Occupied,Lead Paint,19486.0,2023-11-30,Passed with minor issues,Relate common enjoy ahead myself guy stage two.,Compliant,19114.0,Roof Repair,3010.79,2023-10-08,North Cherylmouth,6 days,2025-05-19,Converted,1,0,0
15587,"32408 Shannon Lodge Suite 578
West Morganchester, NE 81100",5325,3,Residential,7,Poor,Wood,"Sprinklers, Extinguishers, Alarms","Ramps, Wide Doorways, None, Elevator",Chair line democratic.,Residential,Vacant,Asbestos,24159.0,2022-01-09,Passed,Score national us give community.,Non-compliant,39839.0,Electrical Work,4994.56,2023-10-02,Ashleyville,5 days,2025-05-27,Expired,1,1,1
15594,"1081 Joanne River Apt. 816
North Jillianside, TN 51806",9056,4,Industrial,1,Excellent,Wood,"Alarms, Sprinklers, Extinguishers",Ramps,Offer across.,Retail,Vacant,Lead Paint,36248.0,2022-12-16,Passed with minor issues,Car lead your sign increase condition our bar.,Compliant,14324.0,Electrical Work,4507.46,2023-10-07,South Jeanneside,6 days,2025-08-18,Pending,1,1,1
15594,"1081 Joanne River Apt. 816
North Jillianside, TN 51806",9056,4,Industrial,1,Excellent,Wood,"Alarms, Sprinklers, Extinguishers",Ramps,Offer across.,Retail,Vacant,Lead Paint,36248.0,2022-12-16,Passed with minor issues,Car lead your sign increase condition our bar.,Compliant,29295.0,Roof Repair,962.6,2024-09-09,Cynthiatown,2 days,2025-08-01,Expired,1,1,1
15597,"29691 Torres Burgs Apt. 747
Adrianville, OR 64631",1592,30,Industrial,2,Poor,Brick,Alarms,"None, Ramps",My TV.,Office,Occupied,Asbestos,22300.0,2023-02-10,Passed,Fine such lose friend.,Compliant,14970.0,Roof Repair,3259.72,2024-07-08,New Jacob,5 days,2025-06-30,Closed,1,0,0
15597,"29691 Torres Burgs Apt. 747
Adrianville, OR 64631",1592,30,Industrial,2,Poor,Brick,Alarms,"None, Ramps",My TV.,Office,Occupied,Asbestos,22300.0,2023-02-10,Passed,Fine such lose friend.,Compliant,49720.0,Plumbing,4359.92,2023-09-24,Garzaton,6 days,2025-06-25,Pending,1,0,0
15602,"7515 Chavez Court
Hessside, NJ 72134",8482,70,Industrial,3,Fair,Concrete,"Alarms, Sprinklers, Extinguishers",Ramps,Own draw.,Retail,Occupied,Asbestos,38059.0,2021-09-23,Passed with minor issues,Main television whom late.,Non-compliant,9103.0,Electrical Work,1672.13,2024-01-09,New Christyville,5 days,2024-09-20,Closed,1,1,1
15602,"7515 Chavez Court
Hessside, NJ 72134",8482,70,Industrial,3,Fair,Concrete,"Alarms, Sprinklers, Extinguishers",Ramps,Own draw.,Retail,Occupied,Asbestos,43494.0,2024-03-11,Passed,Maybe east best low.,Compliant,9103.0,Electrical Work,1672.13,2024-01-09,New Christyville,5 days,2024-09-20,Closed,1,1,1
15616,"249 Jacob Dale
East Marcus, VT 86721",2235,53,Industrial,5,Poor,Wood,"Alarms, Extinguishers","Elevator, None, Ramps",Rather sort.,Residential,Vacant,Lead Paint,11598.0,2024-02-11,Passed with minor issues,After less hair hospital if themselves store traditional.,Non-compliant,16531.0,Electrical Work,3065.08,2023-11-16,West Tiffany,1 days,2025-03-10,Converted,1,0,1
15667,"958 Ashley Loaf
Port George, MS 61347",8282,70,Industrial,10,Excellent,Wood,"Extinguishers, Alarms, Sprinklers","Ramps, None, Elevator",Always involve.,Residential,Vacant,Asbestos,17923.0,2024-08-30,Passed,Approach wish tell herself record report.,Compliant,4670.0,Plumbing,1807.7,2024-06-08,Davidshire,3 days,2025-07-12,Expired,1,1,1
15667,"958 Ashley Loaf
Port George, MS 61347",8282,70,Industrial,10,Excellent,Wood,"Extinguishers, Alarms, Sprinklers","Ramps, None, Elevator",Always involve.,Residential,Vacant,Asbestos,17923.0,2024-08-30,Passed,Approach wish tell herself record report.,Compliant,30665.0,HVAC Installation,1400.07,2024-02-04,Port Jasmine,7 days,2025-03-01,Converted,1,1,1
15670,"PSC 8772, Box 9121
APO AE 55274",8348,70,Commercial,2,Excellent,Concrete,"Alarms, Extinguishers, Sprinklers",Ramps,Life student.,Warehouse,Occupied,Lead Paint,13842.0,2022-09-06,Passed with minor issues,Color free director.,Non-compliant,5891.0,Plumbing,4124.77,2024-05-31,Lynchside,4 days,2025-06-16,Converted,1,1,1
15670,"PSC 8772, Box 9121
APO AE 55274",8348,70,Commercial,2,Excellent,Concrete,"Alarms, Extinguishers, Sprinklers",Ramps,Life student.,Warehouse,Occupied,Lead Paint,13842.0,2022-09-06,Passed with minor issues,Color free director.,Non-compliant,6960.0,Roof Repair,4983.03,2024-06-23,East Rhonda,7 days,2025-06-29,Pending,1,1,1
15670,"PSC 8772, Box 9121
APO AE 55274",8348,70,Commercial,2,Excellent,Concrete,"Alarms, Extinguishers, Sprinklers",Ramps,Life student.,Warehouse,Occupied,Lead Paint,13842.0,2022-09-06,Passed with minor issues,Color free director.,Non-compliant,46017.0,Electrical Work,2992.78,2023-10-17,Jeffreytown,4 days,2024-10-07,Converted,1,1,1
15696,"8697 Andrew Keys
Kellyburgh, OR 36154",4890,73,Industrial,5,Excellent,Wood,"Extinguishers, Alarms, Sprinklers","Elevator, Wide Doorways",Five father listen.,Office,Occupied,Asbestos,47822.0,2023-05-07,Failed,Brother at pay notice second job.,Non-compliant,2146.0,Electrical Work,1989.92,2024-08-21,East Douglas,6 days,2025-01-17,Expired,1,1,1
15696,"8697 Andrew Keys
Kellyburgh, OR 36154",4890,73,Industrial,5,Excellent,Wood,"Extinguishers, Alarms, Sprinklers","Elevator, Wide Doorways",Five father listen.,Office,Occupied,Asbestos,47822.0,2023-05-07,Failed,Brother at pay notice second job.,Non-compliant,41442.0,Roof Repair,1406.26,2024-03-30,Lake Pamela,6 days,2025-05-22,Expired,1,1,1
15744,"525 Salazar Lane
West Mariofort, NC 03443",8743,72,Residential,2,Good,Brick,"Alarms, Sprinklers",Ramps,Because type total.,Warehouse,Vacant,Asbestos,1035.0,2022-08-10,Passed,Sort degree majority glass.,Non-compliant,27303.0,Roof Repair,4640.16,2024-02-23,South Denise,7 days,2025-01-24,Closed,1,1,0
15745,"7830 Sarah Valley Suite 268
South Joel, GA 33588",2786,80,Commercial,10,Excellent,Wood,Sprinklers,"Elevator, Ramps, Wide Doorways, None",Me.,Retail,Vacant,Lead Paint,1507.0,2021-11-07,Passed with minor issues,Police arm citizen question scientist network medical.,Non-compliant,40274.0,Roof Repair,1341.97,2024-08-25,Lake Sydney,2 days,2025-07-12,Converted,0,1,0
15745,"7830 Sarah Valley Suite 268
South Joel, GA 33588",2786,80,Commercial,10,Excellent,Wood,Sprinklers,"Elevator, Ramps, Wide Doorways, None",Me.,Retail,Vacant,Lead Paint,1507.0,2021-11-07,Passed with minor issues,Police arm citizen question scientist network medical.,Non-compliant,47330.0,Roof Repair,3811.75,2024-01-22,Armstrongfurt,4 days,2024-10-27,Pending,0,1,0
15745,"7830 Sarah Valley Suite 268
South Joel, GA 33588",2786,80,Commercial,10,Excellent,Wood,Sprinklers,"Elevator, Ramps, Wide Doorways, None",Me.,Retail,Vacant,Lead Paint,41917.0,2024-06-05,Passed with minor issues,Character word various lot this.,Non-compliant,40274.0,Roof Repair,1341.97,2024-08-25,Lake Sydney,2 days,2025-07-12,Converted,0,1,0
15745,"7830 Sarah Valley Suite 268
South Joel, GA 33588",2786,80,Commercial,10,Excellent,Wood,Sprinklers,"Elevator, Ramps, Wide Doorways, None",Me.,Retail,Vacant,Lead Paint,41917.0,2024-06-05,Passed with minor issues,Character word various lot this.,Non-compliant,47330.0,Roof Repair,3811.75,2024-01-22,Armstrongfurt,4 days,2024-10-27,Pending,0,1,0
15790,"2869 William Centers Apt. 949
East Angela, MI 06879",2196,52,Commercial,4,Good,Brick,"Sprinklers, Alarms, Extinguishers","Elevator, None, Ramps",Camera argue.,Residential,Vacant,Mold,39038.0,2023-07-07,Passed,Brother arm state production second blue.,Non-compliant,48805.0,Plumbing,1008.8,2023-11-25,South Patriciabury,1 days,2025-06-23,Pending,1,1,1
15813,"6604 Deanna Meadows
West Rachel, GA 82247",5314,30,Residential,7,Poor,Brick,"Extinguishers, Sprinklers, Alarms","Ramps, Elevator, Wide Doorways, None",Strategy buy knowledge.,Office,Occupied,Mold,13982.0,2024-05-22,Failed,Heart lot itself national magazine by around.,Non-compliant,30940.0,Roof Repair,4957.61,2024-01-29,Dianeville,4 days,2025-03-26,Converted,1,1,1
15813,"6604 Deanna Meadows
West Rachel, GA 82247",5314,30,Residential,7,Poor,Brick,"Extinguishers, Sprinklers, Alarms","Ramps, Elevator, Wide Doorways, None",Strategy buy knowledge.,Office,Occupied,Mold,29403.0,2022-03-07,Failed,Sometimes avoid marriage good business.,Non-compliant,30940.0,Roof Repair,4957.61,2024-01-29,Dianeville,4 days,2025-03-26,Converted,1,1,1
15853,"003 Lang Gateway
New Stephen, ID 87166",2418,53,Residential,8,Excellent,Concrete,Alarms,"None, Elevator",Type participant participant.,Residential,Occupied,Mold,29637.0,2024-04-20,Passed with minor issues,Catch too treatment off.,Compliant,30747.0,Roof Repair,4281.64,2024-01-09,Butlertown,7 days,2024-10-01,Converted,1,0,0
15853,"003 Lang Gateway
New Stephen, ID 87166",2418,53,Residential,8,Excellent,Concrete,Alarms,"None, Elevator",Type participant participant.,Residential,Occupied,Mold,29637.0,2024-04-20,Passed with minor issues,Catch too treatment off.,Compliant,41120.0,Plumbing,993.63,2023-11-04,Port Susanchester,3 days,2024-11-24,Closed,1,0,0
15853,"003 Lang Gateway
New Stephen, ID 87166",2418,53,Residential,8,Excellent,Concrete,Alarms,"None, Elevator",Type participant participant.,Residential,Occupied,Mold,29637.0,2024-04-20,Passed with minor issues,Catch too treatment off.,Compliant,45381.0,Plumbing,2116.04,2023-12-02,West Stephanie,4 days,2024-11-27,Closed,1,0,0
15857,"54670 Linda Park
Walkerfurt, UT 80660",4999,48,Commercial,6,Fair,Brick,"Sprinklers, Alarms","Wide Doorways, Ramps, None, Elevator",It minute.,Warehouse,Occupied,Asbestos,14465.0,2024-01-30,Passed with minor issues,Sit office some area more consumer try.,Non-compliant,11725.0,HVAC Installation,2400.49,2024-07-20,South Robertton,4 days,2025-06-25,Expired,1,1,0
15857,"54670 Linda Park
Walkerfurt, UT 80660",4999,48,Commercial,6,Fair,Brick,"Sprinklers, Alarms","Wide Doorways, Ramps, None, Elevator",It minute.,Warehouse,Occupied,Asbestos,14465.0,2024-01-30,Passed with minor issues,Sit office some area more consumer try.,Non-compliant,28998.0,Plumbing,1413.26,2024-05-29,Johnside,2 days,2025-06-14,Closed,1,1,0
15884,"3181 Kristina Harbor Suite 817
Pamelaburgh, MO 62888",8300,11,Commercial,4,Fair,Concrete,Extinguishers,"Wide Doorways, Elevator",For test bit.,Warehouse,Vacant,Mold,31514.0,2023-11-30,Failed,Have eight begin like identify.,Non-compliant,12899.0,Interior Painting,1923.6,2024-05-27,Port Aaron,7 days,2025-02-07,Closed,0,0,1
15884,"3181 Kristina Harbor Suite 817
Pamelaburgh, MO 62888",8300,11,Commercial,4,Fair,Concrete,Extinguishers,"Wide Doorways, Elevator",For test bit.,Warehouse,Vacant,Mold,31514.0,2023-11-30,Failed,Have eight begin like identify.,Non-compliant,22661.0,Electrical Work,634.86,2024-03-08,Joshuaberg,7 days,2025-03-18,Converted,0,0,1
15898,"552 Carmen Pine Apt. 391
South Troymouth, MI 90777",2099,41,Commercial,5,Excellent,Steel,"Alarms, Extinguishers, Sprinklers","Ramps, Wide Doorways",Including bring listen.,Retail,Occupied,Mold,38979.0,2022-10-20,Passed,Of central find option.,Compliant,2804.0,Interior Painting,3387.57,2024-07-27,East Steven,4 days,2025-07-22,Pending,1,1,1
15898,"552 Carmen Pine Apt. 391
South Troymouth, MI 90777",2099,41,Commercial,5,Excellent,Steel,"Alarms, Extinguishers, Sprinklers","Ramps, Wide Doorways",Including bring listen.,Retail,Occupied,Mold,38979.0,2022-10-20,Passed,Of central find option.,Compliant,34348.0,Roof Repair,1819.5,2023-12-10,Barberstad,3 days,2024-09-17,Converted,1,1,1
15901,"70121 Patel Cliffs Apt. 302
New Jimland, MI 18365",9802,4,Industrial,7,Poor,Wood,Alarms,Ramps,Cold several.,Warehouse,Occupied,Asbestos,5759.0,2023-07-12,Passed,Hit peace central inside little learn.,Non-compliant,20063.0,Electrical Work,3287.56,2024-09-11,Fitzpatrickfort,7 days,2025-02-05,Pending,1,0,0
