Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards,Inspection ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status,Quote ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status,Has Alarms,Has Sprinklers,Has Extinguishers
12261,"648 Alvarez Dam Suite 916
Lake Denise, ND 87054",8391,6,Industrial,2,Fair,Brick,"Sprinklers, Extinguishers","None, Ramps",Still hundred rule.,Residential,Occupied,Mold,2289.0,2022-11-16,Passed with minor issues,Personal trade drug fish window.,Non-compliant,12598.0,Plumbing,1630.24,2024-08-06,Rhodeston,4 days,2025-05-29,Closed,0,1,1
12263,"1412 Dunn Isle Apt. 111
Wardview, OR 22789",916,52,Commercial,2,Good,Brick,Extinguishers,"None, Elevator, Wide Doorways",None,Retail,Occupied,Mold,32177.0,2021-11-26,Passed with minor issues,Feeling political gas career.,Non-compliant,36865.0,Roof Repair,3926.57,2024-08-20,Martinezchester,2 days,2024-10-29,Expired,0,0,1
12263,"1412 Dunn Isle Apt. 111
Wardview, OR 22789",916,52,Commercial,2,Good,Brick,Extinguishers,"None, Elevator, Wide Doorways",None,Retail,Occupied,Mold,46777.0,2022-02-11,Failed,Century never share herself level add song first.,Compliant,36865.0,Roof Repair,3926.57,2024-08-20,Martinezchester,2 days,2024-10-29,Expired,0,0,1
12268,"605 Taylor Springs
Simpsonton, VA 51612",8561,44,Industrial,9,Good,Brick,"Alarms, Sprinklers","Wide Doorways, Ramps, None",Area yeah attention.,Retail,Occupied,None,23188.0,2024-08-01,Passed with minor issues,None,Compliant,22667.0,Electrical Work,3521.73,2023-12-15,Yorkville,6 days,2025-05-16,Pending,1,1,0
12268,"605 Taylor Springs
Simpsonton, VA 51612",8561,44,Industrial,9,Good,Brick,"Alarms, Sprinklers","Wide Doorways, Ramps, None",Area yeah attention.,Retail,Occupied,None,23188.0,2024-08-01,Passed with minor issues,None,Compliant,40317.0,Interior Painting,2381.62,2024-07-18,Port Anna,1 days,2025-02-22,Pending,1,1,0
12270,"0269 Ryan Circles
Austinland, MA 47862",4075,70,Residential,6,Fair,Wood,Extinguishers,"Ramps, Elevator",None,Office,Vacant,None,8559.0,2022-03-16,Failed,None,Compliant,33945.0,Interior Painting,3035.41,2024-09-14,North Sarahland,1 days,2024-12-15,Pending,0,0,1
12271,"17277 Scott Walks
Nancyview, CO 24598",908,72,Industrial,4,Poor,Brick,"Sprinklers, Extinguishers","None, Elevator",None,Residential,Occupied,None,36387.0,2023-05-25,Failed,Mention easy tough state.,Non-compliant,28559.0,Plumbing,3938.94,2023-12-09,Smithfurt,4 days,2025-04-07,Closed,0,1,1
12271,"17277 Scott Walks
Nancyview, CO 24598",908,72,Industrial,4,Poor,Brick,"Sprinklers, Extinguishers","None, Elevator",None,Residential,Occupied,None,36387.0,2023-05-25,Failed,Mention easy tough state.,Non-compliant,37475.0,Interior Painting,1725.9,2024-04-20,Heatherfort,1 days,2024-11-13,Converted,0,1,1
12275,"151 West Pines Suite 317
Saundersberg, KS 72399",8015,79,Industrial,6,Excellent,Wood,Sprinklers,"None, Elevator, Ramps, Wide Doorways",None,Warehouse,Vacant,None,22978.0,2024-01-10,Passed,Thousand down smile real employee cause not very.,Non-compliant,10022.0,Interior Painting,1592.3,2024-02-24,New Kristen,6 days,2025-06-22,Pending,0,1,0
12275,"151 West Pines Suite 317
Saundersberg, KS 72399",8015,79,Industrial,6,Excellent,Wood,Sprinklers,"None, Elevator, Ramps, Wide Doorways",None,Warehouse,Vacant,None,22978.0,2024-01-10,Passed,Thousand down smile real employee cause not very.,Non-compliant,43308.0,Electrical Work,1702.19,2024-03-27,Port Gina,1 days,2025-07-27,Expired,0,1,0
12278,"24365 Heather Causeway Apt. 637
New Ryan, NE 82503",4389,17,Residential,9,Poor,Wood,Sprinklers,Ramps,Speech use.,Retail,Vacant,Lead Paint,15418.0,2021-11-25,Passed,Growth north already receive eight to.,Non-compliant,21813.0,Plumbing,2582.39,2023-09-27,Marcusland,3 days,2024-12-06,Converted,0,1,0
12278,"24365 Heather Causeway Apt. 637
New Ryan, NE 82503",4389,17,Residential,9,Poor,Wood,Sprinklers,Ramps,Speech use.,Retail,Vacant,Lead Paint,15418.0,2021-11-25,Passed,Growth north already receive eight to.,Non-compliant,49243.0,Plumbing,549.7,2024-01-18,North Brian,3 days,2025-04-12,Converted,0,1,0
12278,"24365 Heather Causeway Apt. 637
New Ryan, NE 82503",4389,17,Residential,9,Poor,Wood,Sprinklers,Ramps,Speech use.,Retail,Vacant,Lead Paint,35210.0,2023-11-03,Failed,Whatever civil beat body.,Non-compliant,21813.0,Plumbing,2582.39,2023-09-27,Marcusland,3 days,2024-12-06,Converted,0,1,0
12278,"24365 Heather Causeway Apt. 637
New Ryan, NE 82503",4389,17,Residential,9,Poor,Wood,Sprinklers,Ramps,Speech use.,Retail,Vacant,Lead Paint,35210.0,2023-11-03,Failed,Whatever civil beat body.,Non-compliant,49243.0,Plumbing,549.7,2024-01-18,North Brian,3 days,2025-04-12,Converted,0,1,0
12284,"228 John Villages Suite 128
Port Madisonberg, ND 12765",9844,30,Residential,2,Good,Concrete,Alarms,"Elevator, Wide Doorways, None",None,Office,Vacant,Asbestos,35242.0,2023-04-23,Failed,None,Compliant,15495.0,Electrical Work,2940.05,2023-10-23,Port Carmen,2 days,2024-12-04,Closed,1,0,0
12284,"228 John Villages Suite 128
Port Madisonberg, ND 12765",9844,30,Residential,2,Good,Concrete,Alarms,"Elevator, Wide Doorways, None",None,Office,Vacant,Asbestos,35242.0,2023-04-23,Failed,None,Compliant,22939.0,Electrical Work,4763.77,2024-03-30,Anthonychester,7 days,2024-12-29,Pending,1,0,0
12287,"05567 Megan Mills
Noahview, AZ 89593",1742,92,Commercial,8,Fair,Steel,Extinguishers,Elevator,Rest.,Retail,Occupied,None,18348.0,2023-12-05,Passed with minor issues,Street sort defense stay in.,Non-compliant,17634.0,Roof Repair,3692.31,2024-01-14,South Gina,3 days,2024-09-21,Converted,0,0,1
12287,"05567 Megan Mills
Noahview, AZ 89593",1742,92,Commercial,8,Fair,Steel,Extinguishers,Elevator,Rest.,Retail,Occupied,None,18348.0,2023-12-05,Passed with minor issues,Street sort defense stay in.,Non-compliant,22930.0,Plumbing,1725.56,2024-01-23,Elizabethton,6 days,2025-08-23,Expired,0,0,1
12287,"05567 Megan Mills
Noahview, AZ 89593",1742,92,Commercial,8,Fair,Steel,Extinguishers,Elevator,Rest.,Retail,Occupied,None,18348.0,2023-12-05,Passed with minor issues,Street sort defense stay in.,Non-compliant,39612.0,HVAC Installation,4176.51,2024-01-20,East Christopher,4 days,2025-04-02,Converted,0,0,1
12287,"05567 Megan Mills
Noahview, AZ 89593",1742,92,Commercial,8,Fair,Steel,Extinguishers,Elevator,Rest.,Retail,Occupied,None,33535.0,2024-06-03,Failed,None,Non-compliant,17634.0,Roof Repair,3692.31,2024-01-14,South Gina,3 days,2024-09-21,Converted,0,0,1
12287,"05567 Megan Mills
Noahview, AZ 89593",1742,92,Commercial,8,Fair,Steel,Extinguishers,Elevator,Rest.,Retail,Occupied,None,33535.0,2024-06-03,Failed,None,Non-compliant,22930.0,Plumbing,1725.56,2024-01-23,Elizabethton,6 days,2025-08-23,Expired,0,0,1
12287,"05567 Megan Mills
Noahview, AZ 89593",1742,92,Commercial,8,Fair,Steel,Extinguishers,Elevator,Rest.,Retail,Occupied,None,33535.0,2024-06-03,Failed,None,Non-compliant,39612.0,HVAC Installation,4176.51,2024-01-20,East Christopher,4 days,2025-04-02,Converted,0,0,1
12293,"269 Douglas Lodge Suite 904
Robinsonport, ND 18277",6915,61,Residential,9,Excellent,Steel,"Sprinklers, Alarms",None,None,Retail,Vacant,Lead Paint,48405.0,2024-06-11,Passed with minor issues,None,Compliant,1429.0,Plumbing,658.48,2023-12-15,West Ashley,4 days,2025-02-23,Pending,1,1,0
12293,"269 Douglas Lodge Suite 904
Robinsonport, ND 18277",6915,61,Residential,9,Excellent,Steel,"Sprinklers, Alarms",None,None,Retail,Vacant,Lead Paint,48405.0,2024-06-11,Passed with minor issues,None,Compliant,4799.0,Roof Repair,4637.82,2024-01-28,Velezview,5 days,2025-08-24,Pending,1,1,0
12294,"0119 Hayden Camp Apt. 316
Sabrinaville, ME 51238",3855,40,Industrial,2,Good,Concrete,"Extinguishers, Sprinklers","Ramps, Elevator, None",News spend family.,Warehouse,Vacant,Mold,9671.0,2023-08-28,Failed,None,Compliant,6495.0,HVAC Installation,1972.66,2024-06-29,Lynchland,7 days,2025-07-19,Converted,0,1,1
12294,"0119 Hayden Camp Apt. 316
Sabrinaville, ME 51238",3855,40,Industrial,2,Good,Concrete,"Extinguishers, Sprinklers","Ramps, Elevator, None",News spend family.,Warehouse,Vacant,Mold,9671.0,2023-08-28,Failed,None,Compliant,8421.0,Interior Painting,3198.16,2024-04-25,Ashleyville,4 days,2025-03-26,Pending,0,1,1
12294,"0119 Hayden Camp Apt. 316
Sabrinaville, ME 51238",3855,40,Industrial,2,Good,Concrete,"Extinguishers, Sprinklers","Ramps, Elevator, None",News spend family.,Warehouse,Vacant,Mold,20620.0,2023-01-30,Failed,Event teacher on them since available huge.,Compliant,6495.0,HVAC Installation,1972.66,2024-06-29,Lynchland,7 days,2025-07-19,Converted,0,1,1
12294,"0119 Hayden Camp Apt. 316
Sabrinaville, ME 51238",3855,40,Industrial,2,Good,Concrete,"Extinguishers, Sprinklers","Ramps, Elevator, None",News spend family.,Warehouse,Vacant,Mold,20620.0,2023-01-30,Failed,Event teacher on them since available huge.,Compliant,8421.0,Interior Painting,3198.16,2024-04-25,Ashleyville,4 days,2025-03-26,Pending,0,1,1
12295,"57126 Stewart Ramp Suite 090
Haleyhaven, WA 72642",1016,93,Residential,1,Good,Wood,"Alarms, Sprinklers, Extinguishers",Ramps,Talk almost.,Office,Occupied,Lead Paint,11348.0,2024-01-10,Failed,None,Non-compliant,24810.0,Interior Painting,4850.9,2023-10-22,West Patriciamouth,6 days,2025-01-21,Pending,1,1,1
12295,"57126 Stewart Ramp Suite 090
Haleyhaven, WA 72642",1016,93,Residential,1,Good,Wood,"Alarms, Sprinklers, Extinguishers",Ramps,Talk almost.,Office,Occupied,Lead Paint,11348.0,2024-01-10,Failed,None,Non-compliant,27253.0,Interior Painting,2289.28,2024-03-12,East Anaburgh,4 days,2024-10-08,Expired,1,1,1
12295,"57126 Stewart Ramp Suite 090
Haleyhaven, WA 72642",1016,93,Residential,1,Good,Wood,"Alarms, Sprinklers, Extinguishers",Ramps,Talk almost.,Office,Occupied,Lead Paint,26590.0,2022-05-05,Passed with minor issues,Reason bar morning magazine test break.,Non-compliant,24810.0,Interior Painting,4850.9,2023-10-22,West Patriciamouth,6 days,2025-01-21,Pending,1,1,1
12295,"57126 Stewart Ramp Suite 090
Haleyhaven, WA 72642",1016,93,Residential,1,Good,Wood,"Alarms, Sprinklers, Extinguishers",Ramps,Talk almost.,Office,Occupied,Lead Paint,26590.0,2022-05-05,Passed with minor issues,Reason bar morning magazine test break.,Non-compliant,27253.0,Interior Painting,2289.28,2024-03-12,East Anaburgh,4 days,2024-10-08,Expired,1,1,1
12295,"57126 Stewart Ramp Suite 090
Haleyhaven, WA 72642",1016,93,Residential,1,Good,Wood,"Alarms, Sprinklers, Extinguishers",Ramps,Talk almost.,Office,Occupied,Lead Paint,38979.0,2022-06-07,Failed,Half myself charge physical.,Non-compliant,24810.0,Interior Painting,4850.9,2023-10-22,West Patriciamouth,6 days,2025-01-21,Pending,1,1,1
12295,"57126 Stewart Ramp Suite 090
Haleyhaven, WA 72642",1016,93,Residential,1,Good,Wood,"Alarms, Sprinklers, Extinguishers",Ramps,Talk almost.,Office,Occupied,Lead Paint,38979.0,2022-06-07,Failed,Half myself charge physical.,Non-compliant,27253.0,Interior Painting,2289.28,2024-03-12,East Anaburgh,4 days,2024-10-08,Expired,1,1,1
12298,"306 Murray Pine
Juliefurt, SD 85299",6121,59,Commercial,4,Fair,Brick,"Extinguishers, Sprinklers, Alarms","Ramps, None, Wide Doorways, Elevator",Best sing.,Retail,Vacant,None,21803.0,2022-08-06,Passed with minor issues,Many lead position ago century.,Compliant,38231.0,Roof Repair,4452.47,2024-03-04,Kennethton,6 days,2025-07-16,Converted,1,1,1
12298,"306 Murray Pine
Juliefurt, SD 85299",6121,59,Commercial,4,Fair,Brick,"Extinguishers, Sprinklers, Alarms","Ramps, None, Wide Doorways, Elevator",Best sing.,Retail,Vacant,None,33591.0,2023-04-02,Passed,None,Compliant,38231.0,Roof Repair,4452.47,2024-03-04,Kennethton,6 days,2025-07-16,Converted,1,1,1
12300,"93381 Alexis Lake Apt. 903
Port Bruceland, WI 51277",6095,26,Commercial,1,Excellent,Brick,"Sprinklers, Alarms","Elevator, Wide Doorways, None",Manager interesting.,Office,Occupied,Asbestos,27989.0,2024-07-06,Failed,Later dog hour attack accept natural step.,Non-compliant,34581.0,Roof Repair,4091.88,2023-11-24,Joannaview,3 days,2025-01-05,Pending,1,1,0
12300,"93381 Alexis Lake Apt. 903
Port Bruceland, WI 51277",6095,26,Commercial,1,Excellent,Brick,"Sprinklers, Alarms","Elevator, Wide Doorways, None",Manager interesting.,Office,Occupied,Asbestos,33636.0,2022-10-28,Passed with minor issues,None,Compliant,34581.0,Roof Repair,4091.88,2023-11-24,Joannaview,3 days,2025-01-05,Pending,1,1,0
12301,"2685 Mason Village Suite 054
Hansonburgh, SC 10681",670,29,Industrial,1,Excellent,Steel,"Sprinklers, Alarms",Wide Doorways,Prepare song.,Warehouse,Occupied,None,38730.0,2022-12-11,Failed,None,Non-compliant,5181.0,Plumbing,3542.84,2023-12-01,Lake Erika,4 days,2025-04-21,Converted,1,1,0
12301,"2685 Mason Village Suite 054
Hansonburgh, SC 10681",670,29,Industrial,1,Excellent,Steel,"Sprinklers, Alarms",Wide Doorways,Prepare song.,Warehouse,Occupied,None,38730.0,2022-12-11,Failed,None,Non-compliant,38781.0,HVAC Installation,4501.03,2024-05-16,Johnstonshire,4 days,2025-03-18,Closed,1,1,0
12301,"2685 Mason Village Suite 054
Hansonburgh, SC 10681",670,29,Industrial,1,Excellent,Steel,"Sprinklers, Alarms",Wide Doorways,Prepare song.,Warehouse,Occupied,None,38730.0,2022-12-11,Failed,None,Non-compliant,40974.0,Plumbing,4434.19,2024-09-06,Natalieshire,1 days,2025-04-03,Converted,1,1,0
12303,"8125 Danny Vista
Goodmanport, PA 47392",8964,48,Residential,10,Excellent,Steel,Sprinklers,"Elevator, Ramps, Wide Doorways",High movement.,Office,Occupied,None,19115.0,2023-02-10,Passed,None,Non-compliant,49741.0,Interior Painting,3791.16,2024-05-22,Heatherfurt,7 days,2025-06-20,Closed,0,1,0
12307,"USNS Key
FPO AE 10680",1162,95,Residential,2,Excellent,Concrete,Extinguishers,"Wide Doorways, Elevator, Ramps",None,Warehouse,Occupied,None,4851.0,2023-06-08,Passed,None,Non-compliant,32496.0,Roof Repair,3555.64,2024-09-04,Gregoryport,6 days,2024-12-20,Pending,0,0,1
12307,"USNS Key
FPO AE 10680",1162,95,Residential,2,Excellent,Concrete,Extinguishers,"Wide Doorways, Elevator, Ramps",None,Warehouse,Occupied,None,23418.0,2022-09-18,Passed,None,Non-compliant,32496.0,Roof Repair,3555.64,2024-09-04,Gregoryport,6 days,2024-12-20,Pending,0,0,1
12308,"128 Shannon Plains
Cathytown, MA 24913",5855,94,Residential,7,Excellent,Steel,"Extinguishers, Alarms",Elevator,Memory sense.,Warehouse,Occupied,None,37944.0,2023-11-25,Failed,None,Compliant,28150.0,Interior Painting,2809.7,2024-02-07,Port Anna,4 days,2025-04-01,Converted,1,0,1
12313,"684 Michael View Apt. 737
New Timothy, UT 26455",3975,72,Industrial,9,Good,Steel,"Alarms, Sprinklers",Ramps,None,Warehouse,Vacant,None,49170.0,2023-04-23,Passed with minor issues,None,Non-compliant,29835.0,Plumbing,2505.2,2023-12-18,New Michaeltown,4 days,2024-12-26,Pending,1,1,0
12315,"62437 Mark Points Suite 635
Burtonmouth, KY 34401",7727,15,Industrial,3,Poor,Steel,"Sprinklers, Alarms, Extinguishers",Wide Doorways,None,Warehouse,Vacant,None,17909.0,2023-05-08,Passed with minor issues,During sound security perform.,Compliant,8164.0,Interior Painting,2091.55,2024-01-31,New Christopherville,4 days,2025-04-04,Closed,1,1,1
12315,"62437 Mark Points Suite 635
Burtonmouth, KY 34401",7727,15,Industrial,3,Poor,Steel,"Sprinklers, Alarms, Extinguishers",Wide Doorways,None,Warehouse,Vacant,None,22851.0,2024-05-21,Failed,None,Compliant,8164.0,Interior Painting,2091.55,2024-01-31,New Christopherville,4 days,2025-04-04,Closed,1,1,1
12317,"85031 Cody Circle
North Sandra, AL 19158",2414,28,Industrial,1,Poor,Wood,Extinguishers,"Ramps, Elevator, Wide Doorways, None",None,Residential,Occupied,Mold,31944.0,2022-09-13,Passed,Nearly you design six.,Compliant,36621.0,Interior Painting,552.08,2024-02-14,Ashleyborough,4 days,2025-05-26,Closed,0,0,1
12317,"85031 Cody Circle
North Sandra, AL 19158",2414,28,Industrial,1,Poor,Wood,Extinguishers,"Ramps, Elevator, Wide Doorways, None",None,Residential,Occupied,Mold,37791.0,2023-11-04,Passed,Writer none identify speak.,Non-compliant,36621.0,Interior Painting,552.08,2024-02-14,Ashleyborough,4 days,2025-05-26,Closed,0,0,1
12318,"PSC 3746, Box 3925
APO AA 87431",4903,12,Industrial,7,Excellent,Steel,Sprinklers,"None, Ramps, Elevator, Wide Doorways",Indeed test.,Warehouse,Occupied,None,42207.0,2022-07-21,Failed,None,Non-compliant,19151.0,Electrical Work,1439.1,2024-08-30,Derrickhaven,5 days,2025-03-11,Pending,0,1,0
12320,"29411 Wright River Apt. 780
Terriside, MD 05555",1639,50,Residential,8,Good,Wood,Alarms,"Ramps, Wide Doorways, None, Elevator",Anyone sport plant.,Residential,Occupied,Lead Paint,22256.0,2024-01-01,Passed with minor issues,None,Non-compliant,8130.0,Roof Repair,870.09,2024-09-12,Stephaniehaven,4 days,2024-12-17,Pending,1,0,0
12321,"PSC 8535, Box 7213
APO AP 40036",6639,67,Commercial,2,Excellent,Wood,"Sprinklers, Extinguishers","Wide Doorways, None, Ramps",Home yes do.,Retail,Vacant,Lead Paint,2896.0,2022-03-08,Passed with minor issues,None,Non-compliant,22854.0,Interior Painting,4729.63,2023-10-28,Hayesmouth,6 days,2024-09-16,Closed,0,1,1
12321,"PSC 8535, Box 7213
APO AP 40036",6639,67,Commercial,2,Excellent,Wood,"Sprinklers, Extinguishers","Wide Doorways, None, Ramps",Home yes do.,Retail,Vacant,Lead Paint,2896.0,2022-03-08,Passed with minor issues,None,Non-compliant,33137.0,Plumbing,2898.07,2023-10-12,Kathrynton,7 days,2024-11-04,Expired,0,1,1
12321,"PSC 8535, Box 7213
APO AP 40036",6639,67,Commercial,2,Excellent,Wood,"Sprinklers, Extinguishers","Wide Doorways, None, Ramps",Home yes do.,Retail,Vacant,Lead Paint,32758.0,2023-08-18,Passed with minor issues,None,Non-compliant,22854.0,Interior Painting,4729.63,2023-10-28,Hayesmouth,6 days,2024-09-16,Closed,0,1,1
12321,"PSC 8535, Box 7213
APO AP 40036",6639,67,Commercial,2,Excellent,Wood,"Sprinklers, Extinguishers","Wide Doorways, None, Ramps",Home yes do.,Retail,Vacant,Lead Paint,32758.0,2023-08-18,Passed with minor issues,None,Non-compliant,33137.0,Plumbing,2898.07,2023-10-12,Kathrynton,7 days,2024-11-04,Expired,0,1,1
12322,"PSC 2506, Box 1129
APO AE 13222",5799,28,Commercial,7,Good,Steel,"Extinguishers, Alarms",Elevator,None,Residential,Occupied,None,34140.0,2024-03-21,Failed,None,Compliant,7432.0,Electrical Work,826.38,2024-01-17,Lake Tylertown,4 days,2025-03-07,Expired,1,0,1
12322,"PSC 2506, Box 1129
APO AE 13222",5799,28,Commercial,7,Good,Steel,"Extinguishers, Alarms",Elevator,None,Residential,Occupied,None,34140.0,2024-03-21,Failed,None,Compliant,38098.0,Interior Painting,3108.64,2024-05-26,West Tommy,2 days,2024-10-19,Expired,1,0,1
12324,"23581 Schmitt Neck Suite 159
Nicoleburgh, MI 65517",3124,59,Residential,7,Good,Brick,"Extinguishers, Sprinklers","None, Wide Doorways, Ramps, Elevator",Create project TV.,Office,Occupied,None,18055.0,2023-08-06,Passed with minor issues,None,Non-compliant,34678.0,Electrical Work,4930.88,2023-10-04,Port Pamelashire,6 days,2025-05-15,Pending,0,1,1
12324,"23581 Schmitt Neck Suite 159
Nicoleburgh, MI 65517",3124,59,Residential,7,Good,Brick,"Extinguishers, Sprinklers","None, Wide Doorways, Ramps, Elevator",Create project TV.,Office,Occupied,None,24348.0,2022-08-23,Passed,None,Compliant,34678.0,Electrical Work,4930.88,2023-10-04,Port Pamelashire,6 days,2025-05-15,Pending,0,1,1
12326,"4225 Dean Springs Apt. 124
Port Mathewborough, OH 89154",2567,2,Residential,5,Excellent,Brick,"Extinguishers, Alarms",Ramps,Particular discuss.,Warehouse,Vacant,None,11686.0,2021-11-12,Passed with minor issues,None,Compliant,7933.0,Roof Repair,3713.82,2023-12-16,West Lisa,6 days,2025-02-13,Converted,1,0,1
12326,"4225 Dean Springs Apt. 124
Port Mathewborough, OH 89154",2567,2,Residential,5,Excellent,Brick,"Extinguishers, Alarms",Ramps,Particular discuss.,Warehouse,Vacant,None,11686.0,2021-11-12,Passed with minor issues,None,Compliant,20180.0,Interior Painting,4957.21,2024-04-19,East Jaclyn,2 days,2025-03-28,Converted,1,0,1
12328,"402 Torres Port
East Mitchellberg, WV 32983",8369,37,Industrial,1,Excellent,Concrete,"Alarms, Sprinklers, Extinguishers","None, Ramps, Elevator, Wide Doorways",Point science serve.,Residential,Occupied,Mold,215.0,2023-04-22,Passed with minor issues,Easy establish born pay brother.,Compliant,4737.0,Plumbing,2264.81,2023-10-15,Katherineport,2 days,2024-12-19,Converted,1,1,1
12328,"402 Torres Port
East Mitchellberg, WV 32983",8369,37,Industrial,1,Excellent,Concrete,"Alarms, Sprinklers, Extinguishers","None, Ramps, Elevator, Wide Doorways",Point science serve.,Residential,Occupied,Mold,215.0,2023-04-22,Passed with minor issues,Easy establish born pay brother.,Compliant,26448.0,Interior Painting,508.43,2023-12-21,Thompsonshire,5 days,2025-09-04,Closed,1,1,1
12328,"402 Torres Port
East Mitchellberg, WV 32983",8369,37,Industrial,1,Excellent,Concrete,"Alarms, Sprinklers, Extinguishers","None, Ramps, Elevator, Wide Doorways",Point science serve.,Residential,Occupied,Mold,215.0,2023-04-22,Passed with minor issues,Easy establish born pay brother.,Compliant,45055.0,Roof Repair,1613.58,2024-02-26,Millerbury,1 days,2025-07-12,Closed,1,1,1
12328,"402 Torres Port
East Mitchellberg, WV 32983",8369,37,Industrial,1,Excellent,Concrete,"Alarms, Sprinklers, Extinguishers","None, Ramps, Elevator, Wide Doorways",Point science serve.,Residential,Occupied,Mold,47301.0,2022-04-14,Passed,None,Compliant,4737.0,Plumbing,2264.81,2023-10-15,Katherineport,2 days,2024-12-19,Converted,1,1,1
12328,"402 Torres Port
East Mitchellberg, WV 32983",8369,37,Industrial,1,Excellent,Concrete,"Alarms, Sprinklers, Extinguishers","None, Ramps, Elevator, Wide Doorways",Point science serve.,Residential,Occupied,Mold,47301.0,2022-04-14,Passed,None,Compliant,26448.0,Interior Painting,508.43,2023-12-21,Thompsonshire,5 days,2025-09-04,Closed,1,1,1
12328,"402 Torres Port
East Mitchellberg, WV 32983",8369,37,Industrial,1,Excellent,Concrete,"Alarms, Sprinklers, Extinguishers","None, Ramps, Elevator, Wide Doorways",Point science serve.,Residential,Occupied,Mold,47301.0,2022-04-14,Passed,None,Compliant,45055.0,Roof Repair,1613.58,2024-02-26,Millerbury,1 days,2025-07-12,Closed,1,1,1
12329,"265 Jacob Cove Suite 773
Lake Hayleyville, GA 18287",2511,10,Commercial,5,Poor,Brick,Extinguishers,"Ramps, None",None,Office,Vacant,Asbestos,46361.0,2023-04-04,Passed with minor issues,None,Compliant,7718.0,Electrical Work,3681.85,2024-08-22,South Anthonyview,7 days,2024-11-15,Closed,0,0,1
12332,"945 Bradshaw Port Apt. 905
South Gilbert, AR 11032",5405,32,Commercial,9,Good,Brick,"Extinguishers, Alarms",Ramps,Set house step home.,Residential,Occupied,Lead Paint,42637.0,2022-09-25,Failed,None,Non-compliant,1020.0,Interior Painting,3575.92,2024-05-20,Lake Tanya,2 days,2024-12-16,Expired,1,0,1
12332,"945 Bradshaw Port Apt. 905
South Gilbert, AR 11032",5405,32,Commercial,9,Good,Brick,"Extinguishers, Alarms",Ramps,Set house step home.,Residential,Occupied,Lead Paint,42637.0,2022-09-25,Failed,None,Non-compliant,35866.0,Roof Repair,3480.76,2024-07-13,Angelaburgh,5 days,2024-12-24,Pending,1,0,1
12332,"945 Bradshaw Port Apt. 905
South Gilbert, AR 11032",5405,32,Commercial,9,Good,Brick,"Extinguishers, Alarms",Ramps,Set house step home.,Residential,Occupied,Lead Paint,42637.0,2022-09-25,Failed,None,Non-compliant,36150.0,HVAC Installation,4590.73,2024-02-04,New Margarethaven,5 days,2025-05-02,Pending,1,0,1
12333,"3038 Margaret Brook
Port Margaret, NE 35481",963,77,Industrial,9,Good,Brick,"Sprinklers, Extinguishers","Wide Doorways, None, Elevator, Ramps",None,Retail,Vacant,None,6615.0,2022-05-02,Failed,Girl majority property nice traditional sign.,Compliant,1368.0,Interior Painting,1618.58,2023-11-25,New Robertborough,5 days,2025-04-15,Expired,0,1,1
12335,"Unit 1933 Box 1571
DPO AA 29392",1305,25,Commercial,9,Fair,Wood,"Alarms, Sprinklers, Extinguishers","Elevator, None, Ramps",None,Residential,Occupied,Lead Paint,1010.0,2022-08-15,Passed,None,Compliant,35813.0,Roof Repair,1447.0,2024-01-21,South Charleschester,7 days,2024-09-29,Expired,1,1,1
12335,"Unit 1933 Box 1571
DPO AA 29392",1305,25,Commercial,9,Fair,Wood,"Alarms, Sprinklers, Extinguishers","Elevator, None, Ramps",None,Residential,Occupied,Lead Paint,8456.0,2022-01-03,Failed,How oil watch democratic scene join building.,Compliant,35813.0,Roof Repair,1447.0,2024-01-21,South Charleschester,7 days,2024-09-29,Expired,1,1,1
12339,"1573 Lewis Hills Apt. 141
Clarkefort, MD 24365",4486,67,Residential,4,Poor,Concrete,Sprinklers,"Wide Doorways, Elevator, None, Ramps",None,Warehouse,Vacant,Lead Paint,5020.0,2022-02-19,Failed,None,Compliant,4359.0,Electrical Work,4973.67,2024-01-02,Port Amy,1 days,2024-11-04,Pending,0,1,0
12341,"781 Sullivan Circles
Lake Jeremystad, NJ 15605",4964,51,Commercial,8,Good,Wood,Extinguishers,"Wide Doorways, None, Ramps, Elevator",None,Residential,Vacant,None,12691.0,2024-08-15,Passed,None,Non-compliant,23212.0,Plumbing,1862.6,2024-03-06,Reidton,7 days,2024-11-12,Closed,0,0,1
12341,"781 Sullivan Circles
Lake Jeremystad, NJ 15605",4964,51,Commercial,8,Good,Wood,Extinguishers,"Wide Doorways, None, Ramps, Elevator",None,Residential,Vacant,None,12691.0,2024-08-15,Passed,None,Non-compliant,44216.0,Plumbing,937.96,2024-06-19,Paceview,6 days,2024-12-03,Converted,0,0,1
12341,"781 Sullivan Circles
Lake Jeremystad, NJ 15605",4964,51,Commercial,8,Good,Wood,Extinguishers,"Wide Doorways, None, Ramps, Elevator",None,Residential,Vacant,None,32838.0,2024-07-31,Passed,None,Non-compliant,23212.0,Plumbing,1862.6,2024-03-06,Reidton,7 days,2024-11-12,Closed,0,0,1
